Date,Speed (m/s),Direction (º),Energy (kWh)
09/07/16 04:20 AM,9.45,213,"830,99"
09/07/16 04:30 AM,10.57,214,"999,21"
09/07/16 04:40 AM,10.24,209,"825,22"
09/07/16 04:50 AM,8.57,210,"595,65"
09/07/16 05:00 AM,8.42,209,"603,26"
09/07/16 05:10 AM,8.5,209,"567,89"
09/07/16 05:20 AM,7.98,218,"478,98"
09/07/16 05:30 AM,7.88,222,"404,07"
09/07/16 05:40 AM,7.68,228,"368,99"
09/07/16 05:50 AM,7.58,237,"414,45"
09/07/16 06:00 AM,8.56,243,"482,66"
09/07/16 06:10 AM,8.91,238,"556,49"
09/07/16 06:20 AM,9.38,239,"693,10"
09/07/16 06:30 AM,9.2,233,"605,53"
09/07/16 06:40 AM,8.44,239,"520,26"
09/07/16 06:50 AM,8.32,241,"381,70"
09/07/16 07:00 AM,6.9,249,"152,18"
09/07/16 07:10 AM,6.84,249,"151,09"
09/07/16 07:20 AM,6.99,253,"121,99"
09/07/16 07:30 AM,6.7,254,"48,23"
09/07/16 07:40 AM,6.46,257,"80,56"
09/07/16 07:50 AM,6.53,257,"166,26"
09/07/16 08:00 AM,7.71,250,"385,71"
09/07/16 08:10 AM,8.61,246,"545,20"
09/07/16 08:20 AM,8.9,248,"496,70"
09/07/16 08:30 AM,8.46,250,"383,08"
09/07/16 08:40 AM,8.33,253,"353,62"
09/07/16 08:50 AM,8.01,252,"365,88"
09/07/16 09:00 AM,8.66,250,"466,58"
09/07/16 09:10 AM,8.45,252,"429,19"
09/07/16 09:20 AM,8.39,248,"387,70"
09/07/16 09:30 AM,7.48,248,"254,70"
09/07/16 09:40 AM,7.07,247,"176,81"
09/07/16 09:50 AM,6.06,248,"146,37"
09/07/16 10:00 AM,6.07,247,"116,35"
09/07/16 10:10 AM,6.82,246,"107,99"
09/07/16 10:20 AM,6.03,250,"0,02"
09/07/16 10:30 AM,5.58,247,"1,82"
09/07/16 10:40 AM,5.25,255,"0,05"
09/07/16 10:50 AM,5.23,252,"0,00"
09/07/16 11:00 AM,5.07,255,"0,00"
09/07/16 11:10 AM,5.15,260,"0,00"
09/07/16 11:20 AM,5.12,265,"0,00"
09/07/16 11:30 AM,5.23,271,"0,00"
09/07/16 11:40 AM,5.38,283,"29,35"
09/07/16 11:50 AM,6.24,282,"56,66"
09/07/16 12:00 PM,5.9,280,"55,76"
09/07/16 12:10 PM,5.96,281,"92,28"
09/07/16 12:20 PM,6.66,285,"212,26"
09/07/16 12:30 PM,6.87,289,"269,74"
09/07/16 12:40 PM,6.97,285,"275,60"
09/07/16 12:50 PM,7.14,297,"283,51"
09/07/16 01:00 PM,7.83,290,"455,72"
09/07/16 01:10 PM,8.23,285,"539,74"
09/07/16 01:20 PM,8.4,287,"555,26"
09/07/16 01:30 PM,8.28,292,"606,18"
09/07/16 01:40 PM,8.81,291,"679,72"
09/07/16 01:50 PM,8.56,290,"579,09"
09/07/16 02:00 PM,8.52,283,"460,82"
09/07/16 02:10 PM,8.2,295,"344,30"
09/07/16 02:20 PM,7.41,292,"143,24"
09/07/16 02:30 PM,6.45,287,"77,31"
09/07/16 02:40 PM,6.63,284,"148,77"
09/07/16 02:50 PM,7.67,287,"317,95"
09/07/16 03:00 PM,8.05,288,"497,60"
09/07/16 03:10 PM,8.74,289,"535,13"
09/07/16 03:20 PM,9,286,"588,37"
09/07/16 03:30 PM,9.78,285,"807,05"
09/07/16 03:40 PM,9.94,287,"859,00"
09/07/16 03:50 PM,10.24,281,"922,54"
09/07/16 04:00 PM,9.51,281,"742,57"
09/07/16 04:10 PM,9.05,289,"601,28"
09/07/16 04:20 PM,9.23,290,"535,85"
09/07/16 04:30 PM,8.53,292,"470,05"
09/07/16 04:40 PM,9.11,290,"608,15"
09/07/16 04:50 PM,9.13,289,"519,13"
09/07/16 05:00 PM,8.09,288,"363,55"
09/07/16 05:10 PM,7.53,287,"260,44"
09/07/16 05:20 PM,8.73,287,"342,25"
09/07/16 05:30 PM,7.65,285,"197,21"
09/07/16 05:40 PM,7.31,285,"190,14"
09/07/16 05:50 PM,6.83,287,"201,96"
09/07/16 06:00 PM,7,290,"145,31"
09/07/16 06:10 PM,7.01,292,"132,76"
09/07/16 06:20 PM,6.62,285,"135,85"
09/07/16 06:30 PM,6.88,272,"251,61"
09/07/16 06:40 PM,5.45,270,"78,95"
09/07/16 06:50 PM,6.48,275,"267,92"
09/07/16 07:00 PM,8.69,300,"618,58"
09/07/16 07:10 PM,9.46,306,"741,31"
09/07/16 07:20 PM,9.33,308,"635,28"
09/07/16 07:30 PM,10.2,305,"883,30"
09/07/16 07:40 PM,10.09,305,"661,62"
09/07/16 07:50 PM,8.4,309,"450,01"
09/07/16 08:00 PM,8.15,308,"279,06"
09/07/16 08:10 PM,6.92,302,"141,60"
09/07/16 08:20 PM,6.75,299,"131,17"
09/07/16 08:30 PM,6.59,302,"154,67"
09/07/16 08:40 PM,8.22,294,"561,98"
09/07/16 08:50 PM,8.03,300,"449,06"
09/07/16 09:00 PM,7.29,296,"267,62"
09/07/16 09:10 PM,7.04,296,"197,05"
09/07/16 09:20 PM,7.66,300,"324,23"
09/07/16 09:30 PM,8.19,303,"391,01"
09/07/16 09:40 PM,8,312,"385,33"
09/07/16 09:50 PM,6.87,316,"335,89"
09/07/16 10:00 PM,7.78,309,"297,46"
09/07/16 10:10 PM,6.56,308,"119,88"
09/07/16 10:20 PM,5.98,314,"48,14"
09/07/16 10:30 PM,5.78,308,"21,72"
09/07/16 10:40 PM,5.45,311,"65,98"
09/07/16 10:50 PM,6.36,314,"155,25"
09/07/16 11:00 PM,6.72,315,"130,94"
09/07/16 11:10 PM,5.87,316,"28,34"
09/07/16 11:20 PM,6.2,311,"99,58"
09/07/16 11:30 PM,5.66,308,"44,55"
09/07/16 11:40 PM,6.02,313,"115,24"
09/07/16 11:50 PM,6.25,311,"153,66"
09/08/16 12:00 AM,6.33,307,"197,48"
09/08/16 12:10 AM,6.83,300,"213,10"
09/08/16 12:20 AM,6.56,305,"203,43"
09/08/16 12:30 AM,6.83,304,"248,50"
09/08/16 12:40 AM,7.28,301,"234,55"
09/08/16 12:50 AM,6.09,301,"186,54"
09/08/16 01:00 AM,6.27,306,"131,34"
09/08/16 01:10 AM,6.15,303,"64,24"
09/08/16 01:20 AM,5.07,304,"4,80"
09/08/16 01:30 AM,4.95,304,"21,05"
09/08/16 01:40 AM,5.12,309,"32,17"
09/08/16 01:50 AM,5.2,303,"58,23"
09/08/16 02:00 AM,5.7,302,"62,47"
09/08/16 02:10 AM,5.63,305,"45,73"
09/08/16 02:20 AM,5.14,312,"7,21"
09/08/16 02:30 AM,5,314,"28,08"
09/08/16 02:40 AM,5.29,312,"6,85"
09/08/16 02:50 AM,5.12,313,"0,00"
09/08/16 03:00 AM,4.15,316,"0,00"
09/08/16 03:10 AM,4.32,325,"0,00"
09/08/16 03:20 AM,4.13,326,"0,00"
09/08/16 03:30 AM,4.13,322,"0,00"
09/08/16 03:40 AM,3.84,323,"0,00"
09/08/16 03:50 AM,4.12,322,"0,00"
09/08/16 04:00 AM,4.61,321,"0,00"
09/08/16 04:10 AM,4.76,321,"0,00"
09/08/16 04:20 AM,4.62,323,"0,00"
09/08/16 04:30 AM,4.21,333,"0,00"
09/08/16 04:40 AM,4,341,"0,00"
09/08/16 04:50 AM,3.87,343,"0,00"
09/08/16 05:00 AM,3.91,342,"0,00"
09/08/16 05:10 AM,3.89,327,"0,00"
09/08/16 05:20 AM,3.66,328,"0,00"
09/08/16 05:30 AM,4.27,334,"0,00"
09/08/16 05:40 AM,4.42,337,"0,00"
09/08/16 05:50 AM,4.48,342,"0,00"
09/08/16 06:00 AM,4.39,348,"0,00"
09/08/16 06:10 AM,4.46,345,"0,00"
09/08/16 06:20 AM,3.85,344,"0,00"
09/08/16 06:30 AM,4.01,343,"0,00"
09/08/16 06:40 AM,4.01,345,"0,00"
09/08/16 06:50 AM,3.97,327,"0,00"
09/08/16 07:00 AM,3.57,335,"0,00"
09/08/16 07:10 AM,3.65,343,"0,00"
09/08/16 07:20 AM,3.88,343,"0,00"
09/08/16 07:30 AM,3.87,336,"0,00"
09/08/16 07:40 AM,3.66,333,"0,00"
09/08/16 07:50 AM,4.11,342,"0,00"
09/08/16 08:00 AM,3.82,6,"0,00"
09/08/16 08:10 AM,3.12,10,"0,00"
09/08/16 08:20 AM,2.92,23,"0,00"
09/08/16 08:30 AM,3.12,21,"0,00"
09/08/16 08:40 AM,3.08,9,"0,00"
09/08/16 08:50 AM,3.45,22,"0,00"
09/08/16 09:00 AM,3.61,9,"0,00"
09/08/16 09:10 AM,4.23,347,"0,00"
09/08/16 09:20 AM,3.74,6,"0,00"
09/08/16 09:30 AM,3.7,353,"0,00"
09/08/16 09:40 AM,3.54,353,"0,00"
09/08/16 09:50 AM,3.32,9,"0,00"
09/08/16 10:00 AM,3.11,348,"0,00"
09/08/16 10:10 AM,3.51,336,"0,00"
09/08/16 10:20 AM,3.62,330,"0,00"
09/08/16 10:30 AM,3.75,312,"0,00"
09/08/16 10:40 AM,4.41,332,"0,00"
09/08/16 10:50 AM,4.43,329,"0,00"
09/08/16 11:00 AM,4.13,324,"0,00"
09/08/16 11:10 AM,4.59,327,"0,00"
09/08/16 11:20 AM,4.25,311,"0,00"
09/08/16 11:30 AM,4.32,313,"0,00"
09/08/16 11:40 AM,3.99,321,"0,00"
09/08/16 11:50 AM,4.29,324,"0,00"
09/08/16 12:00 PM,4.61,305,"0,01"
09/08/16 12:10 PM,4.95,296,"0,27"
09/08/16 12:20 PM,4.94,299,"0,28"
09/08/16 12:30 PM,5.06,299,"5,27"
09/08/16 12:40 PM,5.9,311,"29,61"
09/08/16 12:50 PM,5.45,305,"49,92"
09/08/16 01:00 PM,5.81,304,"84,09"
09/08/16 01:10 PM,5.54,307,"54,48"
09/08/16 01:20 PM,5.55,308,"83,41"
09/08/16 01:30 PM,5.92,294,"151,90"
09/08/16 01:40 PM,5.94,289,"206,41"
09/08/16 01:50 PM,6.88,325,"121,92"
09/08/16 02:00 PM,5.46,313,"5,26"
09/08/16 02:10 PM,4.89,299,"50,02"
09/08/16 02:20 PM,5.84,282,"161,96"
09/08/16 02:30 PM,6.19,304,"166,26"
09/08/16 02:40 PM,5.92,320,"90,43"
09/08/16 02:50 PM,5.56,309,"51,31"
09/08/16 03:00 PM,6.25,304,"103,36"
09/08/16 03:10 PM,5.83,305,"71,00"
09/08/16 03:20 PM,5.89,288,"63,56"
09/08/16 03:30 PM,5.94,300,"30,80"
09/08/16 03:40 PM,5.12,325,"99,71"
09/08/16 03:50 PM,6.31,329,"161,05"
09/08/16 04:00 PM,6.22,328,"116,81"
09/08/16 04:10 PM,5.36,325,"128,91"
09/08/16 04:20 PM,6.32,319,"134,99"
09/08/16 04:30 PM,6.35,328,"137,73"
09/08/16 04:40 PM,5.9,316,"106,65"
09/08/16 04:50 PM,5.9,324,"94,84"
09/08/16 05:00 PM,6.11,340,"106,92"
09/08/16 05:10 PM,5.85,336,"83,15"
09/08/16 05:20 PM,5.71,332,"62,16"
09/08/16 05:30 PM,5.8,332,"55,03"
09/08/16 05:40 PM,5.78,324,"87,37"
09/08/16 05:50 PM,5.98,327,"51,21"
09/08/16 06:00 PM,6.18,324,"85,19"
09/08/16 06:10 PM,5.76,329,"0,18"
09/08/16 06:20 PM,6.1,328,"3,26"
09/08/16 06:30 PM,5.36,330,"0,02"
09/08/16 06:40 PM,5.77,329,"7,14"
09/08/16 06:50 PM,5.92,329,"0,77"
09/08/16 07:00 PM,6.08,329,"0,87"
09/08/16 07:10 PM,5.67,329,"0,07"
09/08/16 07:20 PM,5.5,329,"0,00"
09/08/16 07:30 PM,5.63,330,"0,00"
09/08/16 07:40 PM,5.39,332,"0,00"
09/08/16 07:50 PM,4.94,339,"0,00"
09/08/16 08:00 PM,4.95,332,"0,00"
09/08/16 08:10 PM,4.91,329,"0,03"
09/08/16 08:20 PM,4.92,325,"0,00"
09/08/16 08:30 PM,5.08,329,"0,03"
09/08/16 08:40 PM,5.13,332,"0,00"
09/08/16 08:50 PM,4.55,357,"0,00"
09/08/16 09:00 PM,3.9,21,"0,00"
09/08/16 09:10 PM,4.5,32,"0,14"
09/08/16 09:20 PM,3.99,38,"1,42"
09/08/16 09:30 PM,3.9,27,"0,00"
09/08/16 09:40 PM,3.54,15,"0,00"
09/08/16 09:50 PM,3.23,20,"0,00"
09/08/16 10:00 PM,3.26,17,"0,00"
09/08/16 10:10 PM,3.28,16,"0,00"
09/08/16 10:20 PM,3.41,63,"0,00"
09/08/16 10:30 PM,3.35,38,"0,00"
09/08/16 10:40 PM,3.33,27,"0,00"
09/08/16 10:50 PM,3.3,31,"0,00"
09/08/16 11:00 PM,3.41,14,"0,00"
09/08/16 11:10 PM,3.15,12,"0,00"
09/08/16 11:20 PM,2.96,6,"0,00"
09/08/16 11:30 PM,3.27,12,"0,00"
09/08/16 11:40 PM,4.13,352,"0,00"
09/08/16 11:50 PM,4.35,331,"0,00"
09/09/16 12:00 AM,4.5,346,"0,00"
09/09/16 12:10 AM,3.95,26,"0,00"
09/09/16 12:20 AM,4.34,345,"0,00"
09/09/16 12:30 AM,4.23,344,"0,00"
09/09/16 12:40 AM,4.33,351,"0,00"
09/09/16 12:50 AM,3.59,25,"0,00"
09/09/16 01:00 AM,3.57,16,"0,00"
09/09/16 01:10 AM,3.54,64,"0,00"
09/09/16 01:20 AM,3.47,73,"0,00"
09/09/16 01:30 AM,3.41,55,"0,00"
09/09/16 01:40 AM,3.31,19,"0,00"
09/09/16 01:50 AM,3.2,13,"0,00"
09/09/16 02:00 AM,3.3,37,"0,00"
09/09/16 02:10 AM,3.38,38,"0,00"
09/09/16 02:20 AM,3.5,54,"0,00"
09/09/16 02:30 AM,3.59,33,"0,00"
09/09/16 02:40 AM,3.64,36,"0,00"
09/09/16 02:50 AM,3.72,46,"0,00"
09/09/16 03:00 AM,3.82,5,"0,00"
09/09/16 03:10 AM,3.71,340,"0,00"
09/09/16 03:20 AM,3.54,9,"0,00"
09/09/16 03:30 AM,3.44,68,"0,00"
09/09/16 03:40 AM,3.47,73,"0,00"
09/09/16 03:50 AM,3.55,82,"0,00"
09/09/16 04:00 AM,3.7,341,"0,00"
09/09/16 04:10 AM,4.04,295,"0,00"
09/09/16 04:20 AM,4.25,290,"0,00"
09/09/16 04:30 AM,4.67,290,"0,00"
09/09/16 04:40 AM,4.94,290,"0,00"
09/09/16 04:50 AM,4.52,278,"0,00"
09/09/16 05:00 AM,4.18,269,"0,00"
09/09/16 05:10 AM,4.03,272,"0,00"
09/09/16 05:20 AM,4.09,274,"0,00"
09/09/16 05:30 AM,4.05,274,"0,00"
09/09/16 05:40 AM,4.04,274,"0,00"
09/09/16 05:50 AM,3.96,274,"0,00"
09/09/16 06:00 AM,4.03,274,"0,00"
09/09/16 06:10 AM,4.06,277,"0,00"
09/09/16 06:20 AM,4.77,284,"0,00"
09/09/16 06:30 AM,5.39,281,"2,24"
09/09/16 06:40 AM,5.77,282,"64,68"
09/09/16 06:50 AM,6.49,281,"149,63"
09/09/16 07:00 AM,5.93,285,"98,81"
09/09/16 07:10 AM,5.88,284,"38,81"
09/09/16 07:20 AM,5.17,287,"0,00"
09/09/16 07:30 AM,4.88,293,"0,00"
09/09/16 07:40 AM,4.77,293,"0,00"
09/09/16 07:50 AM,4.6,291,"0,00"
09/09/16 08:00 AM,4.29,292,"0,00"
09/09/16 08:10 AM,4.03,321,"0,00"
09/09/16 08:20 AM,3.44,3,"0,00"
09/09/16 08:30 AM,3.49,28,"0,00"
09/09/16 08:40 AM,3.88,264,"0,00"
09/09/16 08:50 AM,3.87,126,"0,00"
09/09/16 09:00 AM,3.83,115,"0,00"
09/09/16 09:10 AM,3.98,107,"0,00"
09/09/16 09:20 AM,3.94,115,"0,00"
09/09/16 09:30 AM,3.9,104,"0,00"
09/09/16 09:40 AM,3.83,119,"0,00"
09/09/16 09:50 AM,3.73,120,"0,00"
09/09/16 10:00 AM,3.93,129,"0,00"
09/09/16 10:10 AM,3.88,150,"0,00"
09/09/16 10:20 AM,4.09,188,"0,00"
09/09/16 10:30 AM,4.73,217,"0,00"
09/09/16 10:40 AM,4.42,207,"0,00"
09/09/16 10:50 AM,4.37,229,"0,00"
09/09/16 11:00 AM,4.34,260,"0,00"
09/09/16 11:10 AM,4.46,256,"0,00"
09/09/16 11:20 AM,4.8,244,"1,41"
09/09/16 11:30 AM,4.5,247,"0,09"
09/09/16 11:40 AM,5.08,223,"0,00"
09/09/16 11:50 AM,4.4,220,"0,00"
09/09/16 12:00 PM,4.54,229,"0,00"
09/09/16 12:10 PM,4.71,246,"0,21"
09/09/16 12:20 PM,5.1,230,"1,12"
09/09/16 12:30 PM,4.93,240,"8,53"
09/09/16 12:40 PM,5.76,234,"10,90"
09/09/16 12:50 PM,5.7,236,"55,53"
09/09/16 01:00 PM,5.72,239,"75,63"
09/09/16 01:10 PM,5.95,254,"124,89"
09/09/16 01:20 PM,5.91,244,"141,70"
09/09/16 01:30 PM,6.35,245,"172,74"
09/09/16 01:40 PM,5.69,242,"147,98"
09/09/16 01:50 PM,5.87,251,"140,07"
09/09/16 02:00 PM,5.47,244,"72,38"
09/09/16 02:10 PM,6.06,234,"109,11"
09/09/16 02:20 PM,5.67,253,"73,24"
09/09/16 02:30 PM,5.42,249,"42,66"
09/09/16 02:40 PM,5.56,242,"70,28"
09/09/16 02:50 PM,5.75,249,"105,36"
09/09/16 03:00 PM,5.2,270,"42,35"
09/09/16 03:10 PM,5.84,285,"221,83"
09/09/16 03:20 PM,6.63,302,"208,13"
09/09/16 03:30 PM,6.41,313,"164,78"
09/09/16 03:40 PM,6.6,269,"270,59"
09/09/16 03:50 PM,7.11,275,"354,82"
09/09/16 04:00 PM,7.77,285,"382,47"
09/09/16 04:10 PM,7.82,288,"353,37"
09/09/16 04:20 PM,7.41,290,"303,37"
09/09/16 04:30 PM,7.3,289,"232,74"
09/09/16 04:40 PM,7.14,283,"204,82"
09/09/16 04:50 PM,6.22,282,"178,32"
09/09/16 05:00 PM,6.17,286,"251,95"
09/09/16 05:10 PM,7.23,292,"359,51"
09/09/16 05:20 PM,6.89,286,"249,30"
09/09/16 05:30 PM,6.56,287,"253,03"
09/09/16 05:40 PM,6.32,285,"143,43"
09/09/16 05:50 PM,6.58,286,"136,65"
09/09/16 06:00 PM,6.96,286,"153,82"
09/09/16 06:10 PM,6.28,286,"112,05"
09/09/16 06:20 PM,6.15,288,"84,85"
09/09/16 06:30 PM,6.04,290,"41,24"
09/09/16 06:40 PM,5.88,291,"0,14"
09/09/16 06:50 PM,5.58,291,"0,21"
09/09/16 07:00 PM,5.63,288,"0,22"
09/09/16 07:10 PM,5.26,290,"0,00"
09/09/16 07:20 PM,5.63,289,"0,03"
09/09/16 07:30 PM,5.83,287,"0,04"
09/09/16 07:40 PM,5.73,286,"0,04"
09/09/16 07:50 PM,5.59,287,"0,03"
09/09/16 08:00 PM,5.58,290,"0,89"
09/09/16 08:10 PM,5.08,288,"0,39"
09/09/16 08:20 PM,4.89,286,"0,00"
09/09/16 08:30 PM,4.97,286,"0,00"
09/09/16 08:40 PM,4.76,282,"0,00"
09/09/16 08:50 PM,4.72,275,"0,00"
09/09/16 09:00 PM,4.62,271,"0,00"
09/09/16 09:10 PM,4.67,269,"0,00"
09/09/16 09:20 PM,4.78,262,"0,00"
09/09/16 09:30 PM,5.38,245,"0,40"
09/09/16 09:40 PM,5.84,237,"23,86"
09/09/16 09:50 PM,6.03,234,"54,23"
09/09/16 10:00 PM,5.94,227,"26,91"
09/09/16 10:10 PM,6.17,226,"33,06"
09/09/16 10:20 PM,6.25,218,"44,61"
09/09/16 10:30 PM,6.03,213,"17,80"
09/09/16 10:40 PM,5.52,209,"10,77"
09/09/16 10:50 PM,4.74,206,"0,00"
09/09/16 11:00 PM,4.71,212,"0,02"
09/09/16 11:10 PM,5.1,221,"0,02"
09/09/16 11:20 PM,5.45,223,"13,68"
09/09/16 11:30 PM,5.73,224,"29,08"
09/09/16 11:40 PM,5.24,217,"4,92"
09/09/16 11:50 PM,5.22,217,"64,22"
09/10/16 12:00 AM,5.8,218,"110,77"
09/10/16 12:10 AM,6.09,220,"133,65"
09/10/16 12:20 AM,6.45,221,"174,66"
09/10/16 12:30 AM,6.62,219,"206,92"
09/10/16 12:40 AM,5.8,209,"143,56"
09/10/16 12:50 AM,5.35,201,"108,35"
09/10/16 01:00 AM,5.65,207,"68,75"
09/10/16 01:10 AM,6.23,213,"130,84"
09/10/16 01:20 AM,6.69,216,"179,75"
09/10/16 01:30 AM,6.78,217,"218,43"
09/10/16 01:40 AM,6.77,219,"236,47"
09/10/16 01:50 AM,7.22,218,"234,69"
09/10/16 02:00 AM,7.03,218,"242,26"
09/10/16 02:10 AM,6.82,216,"200,17"
09/10/16 02:20 AM,7,216,"170,52"
09/10/16 02:30 AM,7.29,214,"182,07"
09/10/16 02:40 AM,6.87,210,"232,39"
09/10/16 02:50 AM,7.01,213,"327,56"
09/10/16 03:00 AM,7.27,217,"350,35"
09/10/16 03:10 AM,7.74,216,"382,47"
09/10/16 03:20 AM,7.6,217,"423,50"
09/10/16 03:30 AM,6.58,208,"307,94"
09/10/16 03:40 AM,5.91,202,"181,99"
09/10/16 03:50 AM,5.28,201,"96,25"
09/10/16 04:00 AM,4.84,214,"95,83"
09/10/16 04:10 AM,4.85,208,"132,93"
09/10/16 04:20 AM,4.89,199,"137,04"
09/10/16 04:30 AM,5.71,205,"168,90"
09/10/16 04:40 AM,5.55,207,"152,30"
09/10/16 04:50 AM,5.29,210,"173,19"
09/10/16 05:00 AM,5.52,209,"223,63"
09/10/16 05:10 AM,5.93,202,"215,93"
09/10/16 05:20 AM,5.99,206,"227,30"
09/10/16 05:30 AM,6.41,203,"264,15"
09/10/16 05:40 AM,6.78,207,"292,25"
09/10/16 05:50 AM,7.52,202,"342,98"
09/10/16 06:00 AM,7.31,200,"242,94"
09/10/16 06:10 AM,6.53,200,"159,18"
09/10/16 06:20 AM,6.11,199,"99,88"
09/10/16 06:30 AM,6.73,188,"41,15"
09/10/16 06:40 AM,6.47,178,"29,17"
09/10/16 06:50 AM,6.76,184,"21,07"
09/10/16 07:00 AM,5.48,175,"3,75"
09/10/16 07:10 AM,4.6,159,"12,37"
09/10/16 07:20 AM,4.07,150,"4,52"
09/10/16 07:30 AM,4.32,139,"0,04"
09/10/16 07:40 AM,3.97,132,"0,00"
09/10/16 07:50 AM,3.9,138,"0,00"
09/10/16 08:00 AM,4.24,160,"0,00"
09/10/16 08:10 AM,4.38,166,"0,00"
09/10/16 08:20 AM,4.42,157,"0,00"
09/10/16 08:30 AM,4.76,152,"0,84"
09/10/16 08:40 AM,4.52,153,"0,00"
09/10/16 08:50 AM,4.34,152,"0,01"
09/10/16 09:00 AM,4.16,151,"0,00"
09/10/16 09:10 AM,4.04,153,"0,00"
09/10/16 09:20 AM,3.92,145,"2,33"
09/10/16 09:30 AM,4.02,145,"5,43"
09/10/16 09:40 AM,3.82,155,"0,07"
09/10/16 09:50 AM,3.8,148,"0,00"
09/10/16 10:00 AM,3.97,142,"9,34"
09/10/16 10:10 AM,3.98,150,"6,42"
09/10/16 10:20 AM,4.29,150,"1,10"
09/10/16 10:30 AM,3.98,152,"0,36"
09/10/16 10:40 AM,4.05,160,"0,00"
09/10/16 10:50 AM,4.22,164,"0,00"
09/10/16 11:00 AM,4.08,167,"0,00"
09/10/16 11:10 AM,4.22,171,"0,01"
09/10/16 11:20 AM,4.36,177,"0,00"
09/10/16 11:30 AM,4.56,196,"0,00"
09/10/16 11:40 AM,4.62,203,"0,14"
09/10/16 11:50 AM,4.79,212,"20,56"
09/10/16 12:00 PM,5.57,221,"102,77"
09/10/16 12:10 PM,5.75,228,"129,90"
09/10/16 12:20 PM,6.32,234,"162,83"
09/10/16 12:30 PM,5.94,242,"211,62"
09/10/16 12:40 PM,6.56,243,"292,28"
09/10/16 12:50 PM,6.65,249,"299,12"
09/10/16 01:00 PM,7.38,245,"294,25"
09/10/16 01:10 PM,7,247,"319,91"
09/10/16 01:20 PM,6.89,250,"287,89"
09/10/16 01:30 PM,6.69,249,"190,54"
09/10/16 01:40 PM,6.01,254,"125,27"
09/10/16 01:50 PM,5.92,250,"54,13"
09/10/16 02:00 PM,5.97,250,"143,88"
09/10/16 02:10 PM,5.66,252,"108,54"
09/10/16 02:20 PM,5.85,251,"92,72"
09/10/16 02:30 PM,6.1,254,"97,93"
09/10/16 02:40 PM,5.51,240,"0,00"
09/10/16 02:50 PM,4.64,230,"0,02"
09/10/16 03:00 PM,4.47,229,"0,00"
09/10/16 03:10 PM,4.33,242,"0,00"
09/10/16 03:20 PM,3.79,239,"0,00"
09/10/16 03:30 PM,3.84,241,"0,00"
09/10/16 03:40 PM,3.66,237,"0,00"
09/10/16 03:50 PM,4.16,231,"0,00"
09/10/16 04:00 PM,3.96,229,"0,00"
09/10/16 04:10 PM,3.99,233,"0,00"
09/10/16 04:20 PM,3.93,241,"0,00"
09/10/16 04:30 PM,3.79,248,"0,00"
09/10/16 04:40 PM,3.69,244,"0,00"
09/10/16 04:50 PM,3.66,241,"0,00"
09/10/16 05:00 PM,3.68,247,"0,00"
09/10/16 05:10 PM,3.77,243,"0,00"
09/10/16 05:20 PM,3.91,254,"0,00"
09/10/16 05:30 PM,3.99,264,"0,00"
09/10/16 05:40 PM,3.98,259,"0,00"
09/10/16 05:50 PM,3.98,264,"0,00"
09/10/16 06:00 PM,4.02,270,"0,00"
09/10/16 06:10 PM,4.12,271,"0,00"
09/10/16 06:20 PM,4.07,269,"0,00"
09/10/16 06:30 PM,3.87,265,"0,00"
09/10/16 06:40 PM,3.85,267,"0,00"
09/10/16 06:50 PM,3.93,285,"0,00"
09/10/16 07:00 PM,4.18,298,"0,00"
09/10/16 07:10 PM,4.19,303,"0,00"
09/10/16 07:20 PM,4.3,305,"0,00"
09/10/16 07:30 PM,4.17,308,"0,00"
09/10/16 07:40 PM,4.23,307,"0,00"
09/10/16 07:50 PM,4.39,311,"0,00"
09/10/16 08:00 PM,4.52,308,"0,00"
09/10/16 08:10 PM,4.36,306,"0,00"
09/10/16 08:20 PM,4.67,303,"0,00"
09/10/16 08:30 PM,4.08,302,"0,00"
09/10/16 08:40 PM,4.25,311,"0,00"
09/10/16 08:50 PM,4.08,302,"0,00"
09/10/16 09:00 PM,4.06,296,"0,00"
09/10/16 09:10 PM,4,290,"0,00"
09/10/16 09:20 PM,3.92,290,"0,00"
09/10/16 09:30 PM,3.92,279,"0,00"
09/10/16 09:40 PM,3.86,278,"0,00"
09/10/16 09:50 PM,4,289,"0,00"
09/10/16 10:00 PM,3.93,299,"0,00"
09/10/16 10:10 PM,3.92,299,"0,00"
09/10/16 10:20 PM,3.92,302,"0,00"
09/10/16 10:30 PM,3.85,303,"0,00"
09/10/16 10:40 PM,3.82,306,"0,00"
09/10/16 10:50 PM,3.88,311,"0,00"
09/10/16 11:00 PM,3.99,318,"0,00"
09/10/16 11:10 PM,4.15,315,"0,00"
09/10/16 11:20 PM,3.98,314,"0,00"
09/10/16 11:30 PM,3.96,312,"0,00"
09/10/16 11:40 PM,4.06,312,"0,00"
09/10/16 11:50 PM,4.02,309,"0,00"
09/11/16 12:00 AM,3.83,308,"0,00"
09/11/16 12:10 AM,3.84,320,"0,00"
09/11/16 12:20 AM,3.8,323,"0,00"
09/11/16 12:30 AM,3.76,318,"0,00"
09/11/16 12:40 AM,3.52,304,"0,00"
09/11/16 12:50 AM,3.54,298,"0,00"
09/11/16 01:00 AM,3.59,300,"0,00"
09/11/16 01:10 AM,3.41,299,"0,00"
09/11/16 01:20 AM,3.41,299,"0,00"
